polarity,word_clean,word_preprocessed
-3,وليس,['ليس']
-3,التعقيد,['تعقيد']
-3,اصابتني,['اصاب']
-3,عاهات,['عاها']
-3,ماتدري,['ماتدر']
-3,الهم,['الهم']
-3,طويل,['طويل']
-3,لردائته,['لرداء']
-3,فقيره,['قير']
-3,اخيس,['اخيس']
-3,سيئه,['سيء']
-3,تتهالك,['تتهال']
-3,يبيلها,['يبيل']
-3,ايت,['ايت']
-3,لاتروح,['لاتروح']
-3,مايعطون,['مايعط']
-3,موت,['موت']
-3,نار,['نار']
-3,تأهيل,['تاهيل']
-3,مسكرين,['مسكر']
-3,مخيسه,['مخيس']
-3,تضرر,['تضرر']
-3,هالصلخ,['هالصلخ']
-3,مخيسة,['مخيس']
-3,قليلة,['قليل']
-3,البعوض,['بعوض']
-3,وسخة,['وسخ']
-3,فاشلة,['فاشل']
-3,يندمك,['يندم']
-3,الزحمة,['زحم']
-3,معفنة,['معفن']
-3,عيوبها,['عيوب']
-3,ورفض,['رفض']
-3,يراعون,['يراع']
-3,لتقليل,['لتقليل']
-3,مؤسف,['موسف']
-3,ويضيع,['يضيع']
-3,فوظه,['فوظ']
-3,عشوائيه,['عشواء']
-3,كريهة,['كريه']
-3,ولا تحسين,['تحسين']
-3,المخلفات,['مخلف']
-3,شمس,['شمس']
-3,الشمس,['شمس']
-3,ولا تعريف,['تعريف']
-3,امنعونا,['امنع']
-3,ماتعجبني,['ماتعجب']
-3,الهمج,['همج']
-3,خياس,['خياس']
-3,المحتكرين,['محتكر']
-3,كرهت,['كره']
-3,ووصخه,['وصخ']
-3,زحمتها,['زحم']
-3,وساخته,['ساخ']
-3,القاذورات,['قاذور']
-3,متسخة,['متسخ']
-3,ولا عدمه,['عدم']
-3,المرتزقة,['مرتزق']
-3,عطلانه,['عطلان']
-3,شكاوي,['شكاو']
-2,الغلاء,['غلاء']
-3,معزوله,['معزول']
-2,الضجه,['ضجه']
-2,خرافات,['خرافا']
-2,اخاف,['اخاف']
-2,منفره,['منفر']
-3,تحسفت,['تحسف']
-2,ولاتستحق,['لاتستحق']
-1,تكشر,['تكشر']
-3,ماتستاهل,['ماتستاهل']
-3,نفايات,['نفايا']
-3,ستندم,['تندم']
-2,متوهه,['متو']
-2,تهان,['تهان']
-3,جافيين,['جافي']
-3,استغلالي,['استغلال']
-2,كتمه,['كتم']
-3,استنزاف,['استنزاف']
-2,المغبر,['مغبر']
-3,بلطجي,['لطج']
-1,مقاطعه,['مقاطع']
-2,النهب,['نهب']
-2,مادي,['ماد']
-2,تغصبني,['تغصب']
-3,فقير,['قير']
-3,رفضوا,['رفض']
-1,فرض,['فرض']
-2,مكتوم,['مكتوم']
-2,مشينه,['مشين']
-3,حرامي,['حرام']
-2,بيضيع,['يضيع']
-1,فاضح,['فاضح']
-1,للطمع,['طمع']
-2,مسرف,['مسرف']
-1,قفل,['قفل']
-1,فاحش,['فاحش']
-2,زائد,['زايد']
